Run 1
0, 100000000, 0, 1, 0, 1.189, 0.1, 0.5, 0.03
0.1, 0.0, 1, 1, 5.0, 1.189, 0.1, 0.5, 0.03
1.3, 0.0, 2, 1, 5.0, 1.189, 0.1, 0.5, 0.03
3.8, 0.0, 3, 1, 5.0, 1.189, 0.1, 0.5, 0.03
4.0, 0.0, 4, 1, 5.0, 1.189, 0.1, 0.5, 0.03
4.2, 0.0, 5, 1, 5.0, 1.189, 0.1, 0.5, 0.03
4.4, 0.0, 6, 1, 5.0, 1.189, 0.1, 0.5, 0.03
4.6, 0.0, 7, 1, 5.0, 1.189, 0.1, 0.5, 0.03
4.8, 0.0, 8, 1, 5.0, 1.189, 0.1, 0.5, 0.03
5.0, 0.0, 9, 1, 5.0, 1.189, 0.1, 0.5, 0.03
5.2, 0.0, 10, 1, 5.0, 1.189, 0.1, 0.5, 0.03
5.4, 0.0, 11, 1, 5.0, 1.189, 0.1, 0.5, 0.03
5.6, 0.0, 12, 1, 5.0, 1.189, 0.1, 0.5, 0.03
5.8, 0.0, 13, 1, 5.0, 1.189, 0.1, 0.5, 0.03
5.99999999999999, 0.0, 14, 1, 5.0, 1.189, 0.1, 0.5, 0.03
6.19999999999999, 0.0, 15, 1, 5.0, 1.189, 0.1, 0.5, 0.03
6.39999999999999, 0.0, 16, 1, 5.0, 1.189, 0.1, 0.5, 0.03
6.59999999999999, 0.0, 17, 1, 5.0, 1.189, 0.1, 0.5, 0.03
6.79999999999999, 0.0, 18, 1, 5.0, 1.189, 0.1, 0.5, 0.03
6.99999999999999, 0.0, 19, 1, 5.0, 1.189, 0.1, 0.5, 0.03
7.19999999999999, 0.0, 20, 1, 5.0, 1.189, 0.1, 0.5, 0.03
7.39999999999999, 0.0, 21, 1, 5.0, 1.189, 0.1, 0.5, 0.03
7.59999999999999, 0.0, 22, 1, 5.0, 1.189, 0.1, 0.5, 0.03
7.79999999999999, 0.0, 23, 1, 5.0, 1.189, 0.1, 0.5, 0.03
7.99999999999999, 0.0, 24, 1, 5.0, 1.189, 0.1, 0.5, 0.03
8.19999999999999, 0.0, 25, 1, 5.0, 1.189, 0.1, 0.5, 0.03
8.29999999999999, 0.0, 25, 1, 5.0, 1.256, 0.033, 0.5, 0
13.2, 0.0, 25, 2, 5.0, 1.256, 0.1, 0.83, 0.04
